the_geom,OBJECTID,TREE_ID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
POINT (-97.74117554775259 30.26827370789317),162,1202,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114824.48594,10070840.6722
POINT (-97.74115086190905 30.268332742279192),163,1203,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114831.77661,10070862.3181
POINT (-97.74113293088917 30.26838814152786),164,1204,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114836.96623,10070882.5927
POINT (-97.74110828213688 30.268445792465638),165,1205,600 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,3,7,Fair,ROW,,3114844.2569,10070903.7354
POINT (-97.73892987039373 30.255684924171717),166,1206,44 EAST AVE,Quercus fusiformis,Escarpment Live Oak,21,37,Good,Private,,3115639.99809,10066280.0284
POINT (-97.73888966707902 30.255735327819213),167,1207,44 EAST AVE,Quercus virginiana,Southern Live Oak,29,37,Good,Private,,3115652.26053,10066298.6508
POINT (-97.73888631130599 30.255810392401006),168,1208,44 EAST AVE,Quercus fusiformis,Escarpment Live Oak,30,40,Poor,Private,,3115652.6831,10066325.9683
POINT (-97.73864377120168 30.26277453815621),169,1215,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,13,18,Good,ROW,,3115670.16765,10068859.8556
POINT (-97.73863392079765 30.26281771243461),170,1216,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Good,ROW,,3115672.91042,10068875.6259
POINT (-97.73859059052216 30.262894152986682),171,1217,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115685.93796,10068903.7381
POINT (-97.73857861936845 30.26293539932144),172,1218,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115689.36643,10068918.823
POINT (-97.73856412334437 30.262989793977244),173,1219,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115693.48026,10068938.7072
POINT (-97.73854962624081 30.26304418951242),174,1220,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,9,18,Good,ROW,,3115697.59443,10068958.5916
POINT (-97.73825825750424 30.263781302836716),175,1221,300 RED RIVER ST,Quercus virginiana,Southern Live Oak,12,18,Good,ROW,,3115783.30292,10069228.745
POINT (-97.7370733137687 30.266563403830798),176,1222,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116133.67919,10070249.0195
POINT (-97.73705906873117 30.266608374869787),177,1223,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116137.79335,10070265.4755
POINT (-97.73718151727078 30.266216564896546),178,1224,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,14,18,Fair,ROW,,3116102.47288,10070122.1149
POINT (-97.73717875133376 30.26632004089103),179,1225,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116102.46764,10070159.7582
POINT (-97.73717119227068 30.266345270616107),180,1226,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3116104.63922,10070168.9872
POINT (-97.73656048498745 30.26785988752127),181,1227,700 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,35,38,Fair,ROW,,3116284.52633,10070724.1875
POINT (-97.73649799440243 30.268567690770592),182,1229,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116298.23988,10070981.9987
POINT (-97.73645122087123 30.268691207425533),183,1230,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116311.95311,10071027.2528
POINT (-97.73639545709466 30.268825857232432),184,1231,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116328.40911,10071076.6212
POINT (-97.73634009881673 30.268945427168582),185,1232,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116344.86512,10071120.5036
POINT (-97.73630180697633 30.269076659269338),186,1233,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116355.83589,10071168.5006
POINT (-97.73628200240843 30.26916677726064),187,1234,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116361.32112,10071201.4126
POINT (-97.73603266568315 30.26987456503076),188,1236,900 RED RIVER ST,Cercis canadensis,Eastern Redbud,7,15,Fair,ROW,,3116434.00208,10071460.5952
POINT (-97.7359840833802 30.269903753688506),189,1237,900 RED RIVER ST,Washingtonia robusta,Mexican Fan Palm,9,8,Fair,ROW,,3116449.08669,10071471.5659
POINT (-97.73593609046154 30.270072505179474),190,1238,900 RED RIVER ST,Washingtonia robusta,Mexican Fan Palm,15,18,Fair,ROW,,3116462.80025,10071533.2761
POINT (-97.73591437644424 30.270072065016418),191,1239,900 RED RIVER ST,Ligustrum lucidum,Glossy Privet,13,18,Fair,ROW,,3116469.65686,10071533.2761
POINT (-97.73599732697254 30.269448366178725),192,1240,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116448.7737,10071305.8937
POINT (-97.73597498577374 30.26951034549427),193,1241,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116455.29829,10071328.5935
POINT (-97.73595037415265 30.26957487482321),194,1242,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116462.51777,10071352.2371
POINT (-97.73592737957196 30.269636099161982),195,1243,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116469.25496,10071374.6672
POINT (-97.73586057773518 30.26981173410562),196,1244,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116488.84613,10071439.0188
POINT (-97.73583889286759 30.26986944328654),197,1245,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116495.19979,10071460.1611
POINT (-97.7357807625511 30.27003164033879),198,1246,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116512.16826,10071519.5629
POINT (-97.73557945857398 30.270508708344547),199,1248,1000 RED RIVER ST,Carya illinoinensis,Pecan,20,35,Good,ROW,,3116571.6478,10071694.5041
POINT (-97.73552068489994 30.270255727053758),200,1255,600 E 10TH ST,Melia azedarach,Chinaberry,27,27,Fair,ROW,,3116592.34494,10071602.9558
POINT (-97.74064922549891 30.269679763621077),201,1269,800 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,8,Fair,ROW,,3114978.67756,10071355.7732
POINT (-97.74063132065446 30.269738735716246),202,1270,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114983.82847,10071377.3466
POINT (-97.74060844229481 30.269789510460747),203,1271,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114990.61848,10071395.9762
POINT (-97.74058822282217 30.269847882580596),204,1272,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114996.50495,10071417.3485
POINT (-97.7405680944554 30.269906809676993),205,1273,800 BRAZOS ST,Fraxinus texensis,Texas Ash,5,18,Fair,ROW,,3115002.35796,10071438.922
POINT (-97.74050087421676 30.270080798854114),206,1274,800 BRAZOS ST,Fraxinus texensis,Texas Ash,5,18,Fair,ROW,,3115022.09775,10071502.6774
POINT (-97.74047899567182 30.270137692739546),207,1275,800 BRAZOS ST,Fraxinus texensis,Texas Ash,5,18,Fair,ROW,,3115028.52031,10071523.5245
POINT (-97.74045985399599 30.2701950227921),208,1276,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3115034.07541,10071544.51
POINT (-97.74043641361973 30.270250691269037),209,1277,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3115041.00125,10071564.923
POINT (-97.74041676120122 30.270310779366163),210,1278,800 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Fair,ROW,,3115046.69416,10071586.9151
POINT (-97.7403542990112 30.26721326949348),211,1161,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,7,21,Fair,ROW,,3115092.66355,10070461.148
POINT (-97.74222184369859 30.265996094662828),212,1162,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,3,7,Fair,ROW,,3114513.56432,10070004.8576
POINT (-97.74219930574813 30.26605477832967),213,1163,400 BRAZOS ST,Quercus shumardii,Shumard Oak,10,25,Fair,ROW,,3114520.18045,10070026.3602
POINT (-97.74217646080173 30.266115836161227),214,1164,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Poor,ROW,,3114526.87335,10070048.7282
POINT (-97.74215618499875 30.266172420704105),215,1165,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114532.79328,10070069.451
POINT (-97.7421319638828 30.266226499061826),216,1166,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114539.97962,10070089.2915
POINT (-97.74211615309433 30.266291011633147),217,1167,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114544.42318,10070112.8639
POINT (-97.74203817597949 30.265947808241656),218,1168,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,7,Fair,ROW,,3114571.94084,10069988.6516
POINT (-97.7420172660941 30.266006984998427),219,1169,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Fair,ROW,,3114578.03893,10070010.3215
POINT (-97.74199415049617 30.26606383151291),220,1170,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114584.85289,10070031.1604
POINT (-97.74197333314301 30.26612114680068),221,1171,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114590.93752,10070052.1528
POINT (-97.74195110866417 30.266179686076843),222,1172,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114597.45588,10070073.6006
POINT (-97.74189081041237 30.266350619737242),223,1173,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Poor,ROW,,3114615.03852,10070136.1939
POINT (-97.74186874123022 30.266406506552503),224,1174,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Poor,ROW,,3114621.53031,10070156.6762
POINT (-97.74184793104538 30.266460606024715),225,1175,400 BRAZOS ST,Fraxinus texensis,Texas Ash,6,17,Fair,ROW,,3114627.63988,10070176.4993
POINT (-97.74182568272218 30.266523125931343),226,1176,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Poor,ROW,,3114634.13199,10070199.3946
POINT (-97.74180465756147 30.266581088484955),227,1177,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,17,Poor,ROW,,3114640.27666,10070220.6239
POINT (-97.74202566818404 30.266455133985918),228,1178,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114571.59078,10070173.2027
POINT (-97.74200357728908 30.266513884415886),229,1179,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Fair,ROW,,3114578.06517,10070194.7263
POINT (-97.74198503304865 30.26656969816569),230,1180,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Fair,ROW,,3114583.44508,10070215.156
POINT (-97.74196305322323 30.266628452641122),231,1181,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,8,Fair,ROW,,3114589.88437,10070236.6803
POINT (-97.7416915807435 30.266879780949385),232,1182,500 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,8,Fair,ROW,,3114673.43408,10070330.0574
POINT (-97.74296955561186 30.267222427470116),233,1451,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,12,25,Fair,ROW,,3114267.19375,10070445.2445
POINT (-97.7429494548066 30.267310544379118),234,1452,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3114272.7915,10070477.4308
POINT (-97.74291121523737 30.2674136894204),235,1453,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3114283.98669,10070515.2145
POINT (-97.74286338958701 30.2675435827524),236,1454,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3114297.98076,10070562.7941
POINT (-97.74281968641492 30.26768510577524),237,1455,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3114310.57522,10070614.5719
POINT (-97.74278103368748 30.26780363727703),238,1456,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,8,23,Fair,ROW,,3114321.77041,10070657.9531
POINT (-97.74322978095118 30.26727387438531),239,1457,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,2,Fair,ROW,,3114184.62928,10070462.0374
POINT (-97.74318143979743 30.267423000731235),240,1458,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114198.62335,10070516.6138
POINT (-97.74314732304731 30.267537776441337),241,1459,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,18,Fair,ROW,,3114208.41893,10070558.596
POINT (-97.74310877397961 30.267652461641827),242,1460,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,18,Fair,ROW,,3114219.61412,10070600.5778
POINT (-97.74307043018179 30.267759454012836),243,1461,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114230.80963,10070639.7612
POINT (-97.74304064123535 30.26787816477416),244,1462,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114239.20594,10070683.1423
POINT (-97.73517217512838 30.274152787519935),245,1463,1300 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116669.23323,10073022.4592
POINT (-97.73514340369027 30.274064999007035),246,1464,1300 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116679.05867,10072990.7522
POINT (-97.73615595556213 30.270423360352904),247,1466,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),4,38,Fair,ROW,,3116390.43261,10071659.2234
POINT (-97.73623072544216 30.27044604480342),248,1467,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3116366.64296,10071666.9202
POINT (-97.73630111576121 30.270466715748306),249,1468,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3116344.25258,10071673.9172
POINT (-97.73639144976286 30.270487790857988),250,1469,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),4,8,Poor,ROW,,3116315.56465,10071680.9143
POINT (-97.73646400357951 30.270510429354594),251,1470,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3116292.4748,10071688.6108
POINT (-97.73663998070273 30.27056210679634),252,1471,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Fair,ROW,,3116236.49853,10071706.1035
POINT (-97.73672809763396 30.27058313673609),253,1472,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Fair,ROW,,3116208.51073,10071713.1006
POINT (-97.73695050444955 30.270639602202156),254,1473,400 E 10TH ST,Quercus virginiana,Southern Live Oak,10,16,Fair,ROW,,3116137.84092,10071731.9923
POINT (-97.73701661784952 30.270654412898644),255,1474,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),13,15,Good,ROW,,3116116.85015,10071736.8902
POINT (-97.73710215770903 30.27068886143169),256,1475,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,12,Good,ROW,,3116089.56182,10071748.7852
POINT (-97.73717043669555 30.270705639720077),257,1476,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,15,Good,ROW,,3116067.87092,10071754.3826
POINT (-97.7373002933523 30.270740986016424),258,1478,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,15,Good,ROW,,3116026.58885,10071766.2776
POINT (-97.73722411519276 30.270358407762608),260,1480,901 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,38,35,Excellent,Private,,3116053.87718,10071627.7369
POINT (-97.73784455482249 30.270678960690162),261,1481,901 TRINITY ST,Quercus stellata,Post Oak,33,36,Good,Private,,3115855.34903,10071739.717
POINT (-97.7373707358427 30.27075973272579),262,1482,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,9,Good,ROW,,3116004.19847,10071772.5748
POINT (-97.73746766618605 30.270782865401728),263,1483,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,9,Good,ROW,,3115973.41146,10071780.2717
POINT (-97.73759288485032 30.27082581441834),264,1484,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,9,Good,ROW,,3115933.52867,10071794.9652
POINT (-97.7376920304754 30.270848991798808),265,1485,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),12,9,Good,ROW,,3115902.04218,10071802.6621
POINT (-97.73776974346065 30.27059929794338),266,1486,901 TRINITY ST,Quercus stellata,Post Oak,24,32,Good,Private,,3115879.63508,10071711.3033
POINT (-97.73786387355628 30.27056770067515),267,1487,901 TRINITY ST,Quercus stellata,Post Oak,25,33,Good,Private,,3115850.19616,10071699.1216
POINT (-97.74156966120907 30.271023757435938),268,1488,900 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,29,Fair,ROW,,3114676.80218,10071837.6669
POINT (-97.74153924828643 30.271122273537404),269,1489,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,13,23,Fair,ROW,,3114685.56561,10071873.7101
POINT (-97.74150301431689 30.27123315669028),270,1490,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,20,Good,ROW,,3114696.06133,10071914.2927
POINT (-97.74146698786313 30.271336346155795),271,1491,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,17,26,Fair,ROW,,3114706.55671,10071952.0765
POINT (-97.74141683883988 30.27147004055297),272,1492,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,23,Fair,ROW,,3114721.25058,10072001.0554
POINT (-97.7413758643983 30.271592374153805),273,1493,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,23,Fair,ROW,,3114733.14524,10072045.8361
POINT (-97.74162151865053 30.271608889388272),274,1494,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,13,23,Fair,ROW,,3114655.47873,10072050.0343
POINT (-97.74165749443748 30.271507623548754),275,1495,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,26,Fair,ROW,,3114644.98302,10072012.9504
POINT (-97.74169815868585 30.27139682995663),276,1496,900 CONGRESS AVE,Quercus polymorpha,Monterey Oak,4,12,Good,ROW,,3114633.08836,10071972.3678
POINT (-97.74173485718634 30.271268636600258),277,1497,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,17,26,Fair,ROW,,3114622.59264,10071925.4879
POINT (-97.74177562450069 30.271153996586623),278,1498,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,23,Fair,ROW,,3114610.69798,10071883.5061
POINT (-97.74181984812812 30.270993240110002),279,1499,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114598.10319,10071824.7312
POINT (-97.74123619182329 30.271922473186603),280,1500,1000 CONGRESS AVE,Quercus virginiana,Southern Live Oak,17,26,Fair,ROW,,3114774.42764,10072166.8844
POINT (-97.74119305238244 30.272042838250307),281,1501,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,12,26,Poor,ROW,,3114787.0221,10072210.9654
POINT (-97.74115017001067 30.27215358683221),282,1502,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,26,Fair,ROW,,3114799.61689,10072251.548
POINT (-97.7411067721149 30.272283569217883),283,1503,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,26,Fair,ROW,,3114812.21136,10072299.1276
POINT (-97.74107941513975 30.272383230770455),284,1505,1000 CONGRESS AVE,Fraxinus texensis,Texas Ash,4,12,Fair,ROW,,3114820.00038,10072335.5649
POINT (-97.7414835467316 30.271958267314403),285,1506,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,25,Good,ROW,,3114696.06133,10072178.0796
POINT (-97.7414284495847 30.272111105884214),286,1507,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,26,Fair,ROW,,3114712.15447,10072234.0556
POINT (-97.74140272478805 30.27223068271045),287,1508,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,26,Fair,ROW,,3114719.25977,10072277.7218
POINT (-97.7413523247277 30.27233576147262),288,1509,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,8,20,Fair,ROW,,3114734.27516,10072316.2982
POINT (-97.74131647869214 30.27246736660098),289,1510,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,20,Fair,ROW,,3114744.47265,10072364.4122
POINT (-97.74097599839196 30.272517394916537),290,1511,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,25,Fair,ROW,,3114851.50065,10072385.1064
POINT (-97.74096651361522 30.27255760177796),291,1512,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,19,25,Fair,ROW,,3114854.1532,10072399.795
POINT (-97.73728019614555 30.273060541201517),292,1513,300 E 12TH ST,Ulmus parvifolia,Chinese Elm,8,24,Good,ROW,,3116013.24603,10072609.7943
